given address,elys address,commitment,acount_type,bank
stars103enxkgz4gxzc6fx96tgxul4xmlhyw7cne0h8u,elys103enxkgz4gxzc6fx96tgxul4xmlhyw7c89pdp0,39.85,,0
stars103lfnzrx3m7z454wxqlhlqagwev5cl5full3pd,elys103lfnzrx3m7z454wxqlhlqagwev5cl5fgr3t87,20.53,,0
stars103pja6p35yegxzuhdm3suuh2x7aq9479gfkt8c,elys103pja6p35yegxzuhdm3suuh2x7aq9479u4c3pt,280.7,,0
stars103q8qurph4mylv3znzcmpl396a06cplfhljnwh,elys103q8qurph4mylv3znzcmpl396a06cplfrrufgy,418.18,,0
stars103qdjrglpj2u2eyfug8yznkvpxpcjz63fv2xcr,elys103qdjrglpj2u2eyfug8yznkvpxpcjz63asyu7s,137.48,,0
stars103qhx9wy4u0c2vfl9xg7z0th7rvrazsq4pp2m5,elys103qhx9wy4u0c2vfl9xg7z0th7rvrazsqpa0sa8,20.53,,0
stars103wlx6qr6ec0hnlgapnadmr7aucdx3pj47cvc7,elys103wlx6qr6ec0hnlgapnadmr7aucdx3pjpzkk7d,137.48,,0
stars103yrxj5aynmjqp0fqap9fvlatvwzx7z2a47fcz,elys103yrxj5aynmjqp0fqap9fvlatvwzx7z2ffsn73,555.66,,0
stars103z82kx4mu3gkp290dcn5x8muhvxt7wheskzln,elys103z82kx4mu3gkp290dcn5x8muhvxt7whdvcceq,20.53,,0
stars103zw3k8xu2e5dtjdzcvf0lrn285rl59kctlk8q,elys103zw3k8xu2e5dtjdzcvf0lrn285rl59kvh3vpn,20.53,,0
stars1046mqfkh7ghdsxsgftrdu84yqecx9rd9nwewcy,elys1046mqfkh7ghdsxsgftrdu84yqecx9rd98jh57h,20.53,,0
stars1047xjx7x35g7myuf5cejq006nz22c5lltxvv55,elys1047xjx7x35g7myuf5cejq006nz22c5lll6zkj8,418.18,,0
stars1048d3468feavzg0j0qzm9xdlh65t52s0k085p0,elys1048d3468feavzg0j0qzm9xdlh65t52s0znfw8u,153.07,,0
stars1049478axm263qjj74f7ekkk7gvlwmkqx2j58vs,elys1049478axm263qjj74f7ekkk7gvlwmkqx7w6a2r,20.53,,0
stars1049824wp447ggjm8qq9xrh92aqdjxjxmz2p42x,elys1049824wp447ggjm8qq9xrh92aqdjxjxmkk00v4,418.18,,0
stars104aavf30j5uwvw2nnnmnp45hjzx60sdqwvfuqj,elys104aavf30j5uwvw2nnnmnp45hjzx60sdq6s8xxp,418.18,,0
stars104cvpwwxvsxkyqjh0h8n3k8yxm33qa4v6g2c4n,elys104cvpwwxvsxkyqjh0h8n3k8yxm33qa4vw5yznq,137.48,,0
stars104e983apdu47kd79mn8jha4z4470aauurr8zej,elys104e983apdu47kd79mn8jha4z4470aauuhlfclp,280.7,,0
stars104fl0ptlvfg0h34c06atn3sxdt06nz9c8u56he,elys104fl0ptlvfg0h34c06atn3sxdt06nz9cnq6q32,39.85,,0
stars104fxt8jy8v6emcxrjn0etysr363t9jzqqgwre0,elys104fxt8jy8v6emcxrjn0etysr363t9jzq55qelu,137.48,,0
stars104jf65g8yanmrkxdc2zcfge8geechs3k7ah9jm,elys104jf65g8yanmrkxdc2zcfge8geechs3k2pel5g,110.82,,0
stars104kl7x6c0ppnnk5hf7snvj0v3up0p0g3wpxysr,elys104kl7x6c0ppnnk5hf7snvj0v3up0p0g36ag7ks,48.52,,0
stars104lsttz7lpzwa67nl5j05qmtq56zx2qm8p4fwx,elys104lsttz7lpzwa67nl5j05qmtq56zx2qmnamng4,20.53,,0
stars104pzrlhnckhg35pv6z4qwjrf482z32l5cnan8q,elys104pzrlhnckhg35pv6z4qwjrf482z32l5v0nfpn,20.53,,0
stars104qhpj74u0lcncyvw48j90ry9gjldx9f5rau0g,elys104qhpj74u0lcncyvw48j90ry9gjldx9fqlnxfm,137.48,,0
stars104qpgtn8f6v2ggx9heyy04qyjejv9vh56r2fye,elys104qpgtn8f6v2ggx9heyy04qyjejv9vh5wlynz2,69.05,,0
stars104tftlgae3l7nut7s845hwpa8efe2syke9y3le,elys104tftlgae3l7nut7s845hwpa8efe2sykde2te2,137.48,,0
stars104trw5vc3kqmdlgclg57dw0q2p9e37ga7x5p2g,elys104trw5vc3kqmdlgclg57dw0q2p9e37ga266mvm,137.48,,0
stars104u4c0t69faaw23j6lzukcw4xegqycpzlvkuhr,elys104u4c0t69faaw23j6lzukcw4xegqycpztscx3s,418.18,,0
stars104v6k7nlfwm5gwdepz3se5fcgflhtqg7ws88hu,elys104v6k7nlfwm5gwdepz3se5fcgflhtqg76vfa30,809.079999,,0
stars104wghk7xsl3x5a6fvaplfqmg80nq7v57qkmcn6,elys104wghk7xsl3x5a6fvaplfqmg80nq7v57524z4f,20.53,,0
stars104xgqezdrmljuc59m2l7h7pnft2hcv3ruz9p6z,elys104xgqezdrmljuc59m2l7h7pnft2hcv3rg7tmu3,137.48,,0
stars104xj4tpuhfw23jscayk32a4ls8970x3vpcw5al,elys104xj4tpuhfw23jscayk32a4ls8970x3v4yqwmv,137.48,,0
stars104ysketju6pw3nax4eekuwh39yzp7ulkj6ggsl,elys104ysketju6pw3nax4eekuwh39yzp7ulkxxxjkv,20.53,,0
stars104z8883yaxn7cv7xq3vtghk90gtt29567xyejx,elys104z8883yaxn7cv7xq3vtghk90gtt2956262r54,39.85,,0
stars1050lavt7wqj3qwfyzt20sm0fgka8k3kah43pry,elys1050lavt7wqj3qwfyzt20sm0fgka8k3karflm9h,20.53,,0
stars1054aunhfsxywppc3c5vaff06n8t7z353kvwalc,elys1054aunhfsxywppc3c5vaff06n8t7z353zsq8et,280.7,,0
stars1054e6zum9kvlv7zc23tw5895zrpa5anwqeqjv3,elys1054e6zum9kvlv7zc23tw5895zrpa5anw59wg2z,20.53,,0
stars1054m73dtuza8nh50swtufek6xqj66u234au8k4,elys1054m73dtuza8nh50swtufek6xqj66u23ppjasx,20.53,,0
stars1054ry6ha3af8fx8kg0zcww0y3ypg4rccuh8k7m,elys1054ry6ha3af8fx8kg0zcww0y3ypg4rccgtfvcg,280.7,,0
stars1056djefh04mdrmlw646c92he6kt46j39fxgje9,elys1056djefh04mdrmlw646c92he6kt46j39a6xglk,20.53,,0
stars1057536l3u3vdymva6jtvw0q987kvd4ce2lsq8e,elys1057536l3u3vdymva6jtvw0q987kvd4ce7r76p2,20.53,,0
stars1057r9xauhw34y78ap6hyv3sax4mn5z0jwyv9f2,elys1057r9xauhw34y78ap6hyv3sax4mn5z0j6czl0e,301.23,,0
stars1057xrjpae5pk8xqjywjjr20z8r6f8a8s9y69kn,elys1057xrjpae5pk8xqjywjjr20z8r6f8a8s3c5lsq,280.7,,0
stars105av6jp2h0ts9rhf667cm06wjdg5fpqa64yqt4,elys105av6jp2h0ts9rhf667cm06wjdg5fpqawf26dx,20.53,,0
stars105dsp85uz8j6xg40kxmmq098wyh520admqm689,elys105dsp85uz8j6xg40kxmmq098wyh520ad0u4qpk,20.53,,0
stars105fqdlgnm4chqcmhf2796u5t9c9cz8v0hyjrqk,elys105fqdlgnm4chqcmhf2796u5t9c9cz8v0rcuex9,20.53,,0
stars105gfnguy63s7tkank7s02ehuyjr245je5hkx37,elys105gfnguy63s7tkank7s02ehuyjr245jeqtcuhd,280.7,,0
stars105h4tx4jjfhfzz30ugl4mlx4kjxwyk94a60v3h,elys105h4tx4jjfhfzz30ugl4mlx4kjxwyk94fxpkhy,20.53,,0
stars105j3tsgn8wjwm2jvlq0ps8sklsqc0878xket9r,elys105j3tsgn8wjwm2jvlq0ps8sklsqc0878j2h3rs,137.48,,0
stars105l9kr2zpmnmv7q9kcfs3xp9zhwkf00w2tgv86,elys105l9kr2zpmnmv7q9kcfs3xp9zhwkf00w7hxkpf,69.05,,0
stars105ru3fdahar5ucygzvmet0nmjrw4fda0ra8l24,elys105ru3fdahar5ucygzvmet0nmjrw4fda0hpf9vx,137.48,,0
stars105sxtthx60j6jzxevcqwwhanywxk0g8xthath5,elys105sxtthx60j6jzxevcqwwhanywxk0g8xltn338,137.48,,0
stars105syeu4c5y50wzvgex4u2jscpkw0rs4x0aqec6,elys105syeu4c5y50wzvgex4u2jscpkw0rs4xmpwr7f,39.85,,0
stars105t4tf9j0npydq9700uudrxhexe09eu5vuatck,elys105t4tf9j0npydq9700uudrxhexe09eu5cqn379,137.48,,0
stars105yf83yj5vj5t90dfu58w9k6epkuh58ru0evq9,elys105yf83yj5vj5t90dfu58w9k6epkuh58rgnhkxk,20.53,,0
stars105ylrmvnzxn8unarg8u4avy5e42hj42rpegqde,elys105ylrmvnzxn8unarg8u4avy5e42hj42r49x6t2,280.7,,0
stars1062pqrt6z6w0nsp6t25ekxmgxx9dl03j0sngqe,elys1062pqrt6z6w0nsp6t25ekxmgxx9dl03jmvajx2,280.7,,0
stars1063rhg4ske6q8urhk82gpw69ta62ptwlepe6aq,elys1063rhg4ske6q8urhk82gpw69ta62ptwldahqmn,418.18,,0
stars1065jg58scamspf296ykm7su4luxnf22qc4ugv0,elys1065jg58scamspf296ykm7su4luxnf22qvfjj2u,137.48,,0
