given address,elys address,commitment,acount_type,bank
cosmos1qvfmq0lg0fpcawghtnsherzualgj2jws9050jn,elys1qvfmq0lg0fpcawghtnsherzualgj2jws90dgl3,17.61,,0
cosmos12j9pw0t94cj3dnz0dhlr3mx63v58c8s55wwsj6,elys12j9pw0t94cj3dnz0dhlr3mx63v58c8s55whhlc,17.61,,0
cosmos1mee53rrwzmju68tkvdjtxfj3xqsrqcdmtl4c3a,elys1mee53rrwzmju68tkvdjtxfj3xqsrqcdmtlvlul,17.61,,0
cosmos1mj8sv4hcxq4rd6e0jgsvf2qf6mzk7z4jnfflef,elys1mj8sv4hcxq4rd6e0jgsvf2qf6mzk7z4jnfsc5t,17.61,,0
cosmos143uegzr3ftq8ycd9psqn0h0xu8udcvdnmw8j7e,elys143uegzr3ftq8ycd9psqn0h0xu8udcvdnmw74nm,17.61,,0
cosmos1hgu8xlcqj2va463yxmmqa88zplyh7r6j7f3yuq,elys1hgu8xlcqj2va463yxmmqa88zplyh7r6j7fgr3z,17.61,,0
cosmos1x890548acy2rc7pxmmalmkekfex3hkugxjzyqu,elys1x890548acy2rc7pxmmalmkekfex3hkugxjmrd7,17.61,,0
cosmos1kzu9z69ccngf9gsrsmvhs34d33yy3qfszgsg63,elys1kzu9z69ccngf9gsrsmvhs34d33yy3qfszgf0hn,17.61,,0
cosmos1t08qct7ct0ms5wj4nxpttzpnhfhrt5fpgajq66,elys1t08qct7ct0ms5wj4nxpttzpnhfhrt5fpgat8hc,17.61,,0
cosmos1pyntr7cgg4gl5rf9hjtpq7zwvscx3wnlltxesy,elys1pyntr7cgg4gl5rf9hjtpq7zwvscx3wnlltl7ax,17.61,,0
cosmos1y0qqew96mze2hzqc0lfsnevfd3f85nuwd7x66c,elys1y0qqew96mze2hzqc0lfsnevfd3f85nuwd7lah6,17.61,,0
cosmos13gyqrzv483hq6fmr4qjwekfcd8cm2kj38dg4yj,elys13gyqrzv483hq6fmr4qjwekfcd8cm2kj38d3jfs,17.61,,0
cosmos19f5qxx4kv4fhu76tawkx6atffyl0qyv6ngyfj9,elys19f5qxx4kv4fhu76tawkx6atffyl0qyv6ngawl8,17.61,,0
cosmos1my054nkyyxnfjtjpx2fmq6lqcstwzypzk3f2n4,elys1my054nkyyxnfjtjpx2fmq6lqcstwzypzk3sd7h,17.61,,0
cosmos1m7ckafl8exk5htsj4uuzz8kqurnju66yf29n2a,elys1m7ckafl8exk5htsj4uuzz8kqurnju66yf2u58l,17.61,,0
cosmos15fh6qz7w8eccak0clczsjxzvw4t5sl9k33nwhd,elys15fh6qz7w8eccak0clczsjxzvw4t5sl9k332f60,17.61,,0
